161.59,62.976,52.227,10.011
166.69,60.426,68.455,9.7283
497.46,57.096,40.001,10.154
228.18,41.144,28.34,16.037
267.92,20.457,11.688,8.1619
372.52,29.803,39.942,40.595
113.33,5.3405,3.126,4.0202
105.2,34.343,41.781,15.812
267.61,17,4.6546,2.8375
396.35,45.579,11.65,6.8255
790.47,101.07,42.349,16.586
68.073,13.449,58.034,40.402
88.681,7.0772,4.2171,5.0049
132.41,82.999,30.551,11.987
164.3,47.862,21.006,25.017
179.15,28.495,20.302,23.045
2570.2,164.58,56.41,26.588
176.86,4.7495,3.8976,6.9738
74.717,9.4737,20.232,4.304
3680.8,103.8,79.762,59.582
60.153,5.6664,2.7686,2.381
207.71,11.498,5.1244,5.0756
160.17,21.315,27.064,22.425
62.669,10.599,34.818,29.88
900.44,18.273,5.9496,9.636
229.76,11.114,31.29,8.2909
74.81,8.7395,6.178,4.2142
367.34,80.744,45.473,27.914
150.69,56.589,15.878,5.4995
5345.5,166.81,65.505,33.068
594.99,59.942,23.075,12.082
867.77,25.103,20.543,11.564
328.69,95.292,30.215,12.944
2413.9,16.504,20.271,18.292
11290,21.827,30.893,34.951
532.34,18.415,35.862,53.38
227.32,9.2833,8.771,16.14
1206.3,95.914,24.547,14.842
831.65,10.529,20.283,11.237
670.21,13.126,17.822,8.1302
1277.7,105.1,32.489,18.74
5297.2,70.956,31.044,20.728
57678,146.64,297.44,42.809
1178.8,37.139,13.909,12.102
712.37,48.544,16.135,10.078
1997.9,86.206,51.665,47.268
31592,56.276,137.13,32.075
4526.2,118.98,84.014,85.088
7484.6,57.323,95.465,54.529
3830.9,98.987,18.145,12.868
6636.4,57.144,67.209,20.784
3631.1,21.944,61.156,28.801
928.13,23.798,36.614,8.6869
617.65,289.23,84.689,19.378
1866.4,53.238,42.028,27.945
675.87,61.694,551.86,59.342
37457,71.323,63.845,31.867
942.52,18.617,19.593,11.955
1217.7,20.852,165.21,45.084
5848.1,22.132,13.305,16.478
3800.5,22.483,72.56,18.129
8162.3,49.583,45.205,21.521
1451.6,17.284,24.896,12.835
1057.7,21.344,16.557,24.247
340.95,3.0075,10.179,16.231
14569,103.19,93.958,34.37
3005.2,12.69,22.197,25.954
330.91,64.295,279.18,147.28
13754,17.338,44.567,39.778
587.45,8.2516,9.4353,11.288
1204.5,77.455,95.047,80.347
2294.7,108.24,83.844,101.21
3005.4,27.029,61.544,13.971
1473.9,6.584,13.986,12.022
1656,11.322,10.005,6.0233
570.92,10.97,55.162,10.665
761.65,23.401,18.907,25.397
6245.6,28.086,34.823,27.516
1326.2,14.727,50.776,108.38
1614.4,29.217,49.01,69.93
2552,9.8712,5.4194,6.9952
361.74,16.486,20.079,16.792
714.61,13.393,11.009,10.086
1855.8,38.356,64.06,21.554
2776.6,25.627,31.14,55.377
2694.1,8.9123,39.78,16.603
554.24,20.208,22.495,27.064
1033.5,18.509,16.285,20.166
985.21,77.225,91.246,31.386
1675.3,18.482,19.065,17.16
24555,45.825,25.154,12.773
1999.8,70.328,104.81,40.136
79719,234.26,134.04,23.303
2600.4,15.146,16.396,26.543
